Ticker,Name,SECTOR,22년 1분기_PBR,22년 2분기_PBR,22년 3분기_PBR,22년 4분기_PBR,23년 1분기_PBR,23년 2분기_PBR,23년 3분기_PBR,23년 4분기_PBR,24년 1분기_PBR,24년 2분기_PBR,24년 3분기_PBR,24년 4분기_PBR,25년 1분기_PBR,22년 1분기_PER,22년 2분기_PER,22년 3분기_PER,22년 4분기_PER,23년 1분기_PER,23년 2분기_PER,23년 3분기_PER,23년 4분기_PER,24년 1분기_PER,24년 2분기_PER,24년 3분기_PER,24년 4분기_PER,25년 1분기_PER
89150,케이씨티,IT 서비스,3.38,3.31,2.56,1.87,1.97,1.92,1.5,1.4,1.46,1.34,1.15,1.19,1.18,215.88,485.96,375.41,274.54,288.61,99.78,77.96,72.58,75.95,39.66,34.17,35.44,35.15
89230,THE E&M,IT 서비스,12.07,11.58,9.61,7.28,6.55,8.72,7.43,5.82,0.6,1.26,0.93,0.71,0.56,,,,,,,,,,,,,
89470,HDC현대EP,화학,0.54,0.43,0.4,0.39,0.4,0.46,0.39,0.41,0.43,0.36,0.37,0.32,0.3,10.38,12.58,11.58,11.25,11.64,12.14,10.48,11.06,11.39,5.57,5.67,4.95,4.64
89530,에이티세미콘,,0.65,1.16,0.96,1.03,0.64,1.07,0.98,0.98,0.98,1.6,1.38,,,,,,,,,,,,,,,
89590,제주항공,운송·창고,3.24,5.1,4.15,3.52,4.64,3.55,3.29,2.73,2.95,2.82,2.43,2.33,1.88,,,,,,,,,,6.61,5.69,5.44,4.4
89600,KT나스미디어,일반서비스,1.65,1.34,1.3,1.64,1.5,1.19,1.08,1.11,1.25,0.99,0.89,0.79,0.75,11.68,9.59,9.31,11.69,10.7,9.13,8.25,8.53,9.57,12.68,11.28,10.12,9.58
89790,제이티,기계·장비,2.84,1.79,1.5,1.56,1.71,1.42,1.54,1.33,1.55,1.36,0.95,0.64,0.69,16.96,5.92,4.95,5.17,5.66,7.58,8.22,7.07,8.26,14.8,10.4,6.93,7.5
89850,유비벨록스,IT 서비스,0.77,0.56,0.57,0.51,0.47,0.46,0.56,0.58,0.61,1.13,0.92,0.79,0.77,8.2,4.26,4.31,3.83,3.52,15.46,19.02,19.71,20.63,6.64,5.4,4.62,4.49
89860,롯데렌탈,일반서비스,1.56,1.2,1.09,0.88,0.8,0.78,0.76,0.76,0.76,0.74,0.83,0.8,0.77,23.93,10.95,9.94,7.98,7.27,10.63,10.42,10.42,10.46,8.49,9.41,9.14,8.82
89890,코세스,기계·장비,7.06,3.48,2.92,2.88,3.8,3.19,3.24,2.85,4.35,3.98,2.86,1.94,1.93,30.28,15.37,12.91,12.74,16.8,24.25,24.69,21.7,33.11,37.96,27.28,18.54,18.38
89970,브이엠,기계·장비,5.29,3.74,3.03,2.51,2.13,2.54,3.08,2.83,2.77,3.04,2.18,1.46,1.67,18.1,9.17,7.45,6.15,5.24,10.1,12.23,11.23,11.0,,,,
89980,상아프론테크,화학,4.47,3.24,2.65,2.32,2.71,2.58,2.06,1.64,1.7,1.95,1.85,1.62,1.33,278.73,62.11,50.74,44.44,51.82,64.27,51.36,40.76,42.49,31.42,29.82,26.12,21.38
90080,평화산업,운송장비·부품,3.58,3.54,3.27,2.78,2.61,2.02,1.92,1.71,1.66,1.47,1.33,1.2,1.44,,418.39,386.35,329.17,308.11,13.73,13.07,11.62,11.31,17.56,15.89,14.37,17.29
90150,아이윈,운송장비·부품,1.73,1.11,0.95,0.75,0.93,0.88,0.82,0.65,0.7,1.17,1.02,0.83,0.83,39.48,28.04,23.8,18.88,23.35,,,,,,,,
90350,노루페인트,화학,0.71,0.62,0.53,0.48,0.47,0.5,0.49,0.54,0.57,0.53,0.5,0.45,0.42,13.25,14.84,12.74,11.38,11.15,15.13,14.93,16.55,17.39,7.09,6.76,6.1,5.65
90360,로보스타,기계·장비,2.86,2.58,2.23,2.14,3.45,3.64,3.32,2.92,3.54,3.3,2.68,2.31,2.86,,135.57,117.06,112.21,181.37,99.59,90.81,79.79,96.87,429.05,347.98,299.84,371.87
90370,메타랩스,섬유·의류,5.82,5.78,5.27,0.86,0.91,0.88,0.82,0.7,0.69,0.65,0.61,0.51,0.47,,,,,,,,,,,,,
90410,덕신이피씨,금속,1.36,1.41,1.22,1.08,1.08,1.02,1.15,1.01,0.98,0.7,0.63,0.62,0.66,,31.89,27.53,24.25,24.36,9.11,10.28,9.07,8.76,3.3,2.98,2.92,3.13
90430,아모레퍼시픽,화학,2.54,2.27,1.81,1.69,2.03,1.68,1.7,1.84,1.78,2.33,2.05,1.63,1.64,321.42,55.57,44.43,41.42,49.81,59.88,60.49,65.71,63.69,63.29,55.7,44.21,44.59
90460,비에이치,전기·전자,2.23,2.03,2.19,1.93,1.74,1.4,1.37,1.16,1.02,1.04,1.06,0.82,0.78,24.95,10.08,10.86,9.59,8.66,5.43,5.33,4.52,3.98,7.33,7.49,5.78,5.48
90470,제이스텍,기계·장비,0.85,0.78,0.76,0.88,1.06,0.9,0.91,0.85,0.92,0.86,0.58,0.55,0.51,,15.63,15.26,17.64,21.28,4.89,4.95,4.63,4.98,,,,
90710,휴림로봇,기계·장비,3.37,17.87,16.07,11.79,14.48,14.81,12.61,9.93,3.64,3.12,2.08,1.55,2.28,5.62,,,,,,,,,,,,
90850,현대이지웰,IT 서비스,3.87,2.8,2.1,1.73,2.15,1.76,1.75,1.56,1.51,1.63,1.51,1.5,1.38,28.72,14.7,11.05,9.09,11.27,10.68,10.6,9.45,9.13,,,,
91090,세원이앤씨,금속,4.36,3.47,3.55,3.35,1.88,1.65,0.33,0.33,0.33,0.35,0.35,0.35,0.35,,,,,,,,,,,,,
91120,이엠텍,전기·전자,3.11,2.41,1.84,1.7,1.54,1.8,2.86,3.1,2.35,2.17,1.84,1.75,1.46,581.58,16.1,12.33,11.37,10.31,13.41,21.31,23.06,17.48,,,,
91340,S&K폴리텍,전기·전자,0.68,0.59,0.49,0.44,0.45,0.49,0.37,0.33,0.33,0.33,0.34,0.34,0.35,,14.78,12.4,10.97,11.35,,,,,,,,
91440,한울소재과학,전기·전자,1.25,2.28,2.34,1.42,1.47,1.35,1.37,2.59,7.69,7.06,4.75,3.23,2.91,,,,,,,,,,,,,
91580,상신이디피,전기·전자,2.69,2.14,2.25,2.22,2.58,2.39,1.98,1.76,1.83,1.45,1.13,0.82,0.72,21.57,12.08,12.71,12.54,14.58,11.91,9.87,8.79,9.11,8.14,6.36,4.6,4.04
91590,남화토건,건설,0.73,0.68,0.57,0.62,0.77,0.65,0.56,0.47,0.42,0.36,0.32,0.31,0.3,15.48,7.98,6.74,7.34,9.02,5.42,4.67,3.93,3.48,,,,
91700,파트론,전기·전자,1.78,1.31,1.02,1.04,1.01,0.98,0.94,0.97,0.92,0.89,0.84,0.8,0.8,26.79,8.27,6.42,6.52,6.34,12.19,11.78,12.05,11.46,14.72,13.91,13.24,13.28
91810,티웨이항공,운송·창고,3.19,9.27,6.44,5.97,10.16,10.35,8.8,7.21,9.28,3.66,3.64,3.92,3.76,,,,,,,,,,5.41,5.38,5.79,5.56
91970,나노캠텍,화학,0.77,0.97,0.97,0.97,0.82,0.92,0.72,0.98,0.79,0.73,0.68,0.72,0.7,,,,,,,,,,,,,
92040,아미코젠,음식료·담배,1.64,1.41,1.14,0.97,0.92,1.28,1.19,2.05,2.12,2.26,1.56,1.26,1.2,7.92,70.14,56.31,47.98,45.46,,,,,,,,
92070,디엔에프,화학,1.85,1.58,1.18,1.11,1.23,1.3,1.63,1.58,1.65,1.59,1.08,0.72,0.8,13.56,18.13,13.53,12.77,14.08,33.87,42.5,41.36,42.99,47.51,32.49,21.71,24.05
92130,이크레더블,IT 서비스,3.83,3.5,3.27,3.31,3.09,4.18,3.77,3.67,3.48,3.47,3.33,3.42,3.49,16.98,15.92,14.87,15.06,14.05,12.35,11.14,10.85,10.27,13.43,12.9,13.25,13.53
92190,서울바이오시스,전기·전자,2.47,1.92,1.57,1.26,1.24,2.5,2.21,1.8,1.8,8.25,9.78,8.98,8.89,39.35,71.98,58.86,47.17,46.4,,,,,,,,
92200,디아이씨,운송장비·부품,5.77,2.06,1.72,1.65,1.63,2.06,2.15,1.98,1.79,1.58,1.27,1.09,1.32,,6.58,5.48,5.26,5.18,68.55,71.38,65.88,59.51,5.74,4.61,3.97,4.8
92220,KEC,전기·전자,2.14,1.56,1.33,1.21,1.18,1.14,0.91,0.75,0.83,0.81,0.65,0.49,0.48,,36.72,31.2,28.41,27.9,15.62,12.39,10.21,11.34,,,,
92230,KPX홀딩스,화학,0.33,0.3,0.28,0.26,0.26,0.25,0.24,0.24,0.26,0.24,0.24,0.23,0.23,1.78,5.34,5.09,4.67,4.67,23.04,22.01,22.44,24.2,2.71,2.67,2.57,2.52
92300,현우산업,전기·전자,1.17,1.05,0.91,0.9,0.98,1.08,0.98,0.81,0.84,0.72,0.6,0.49,0.49,77.18,,,,,21.11,19.07,15.8,16.44,6.92,5.8,4.75,4.7
92440,기신정기,기계·장비,0.54,0.5,0.42,0.4,0.43,0.4,0.38,0.36,0.36,0.35,0.32,0.29,0.29,13.58,12.51,12.41,11.85,12.58,11.75,21.85,20.51,20.75,19.93,45.67,42.65,41.54
92460,한라IMS,운송장비·부품,1.28,1.06,1.01,1.0,1.08,1.18,1.11,1.13,1.06,0.67,0.7,0.71,0.89,29.42,23.76,22.58,22.4,24.25,14.26,13.48,13.66,12.77,1.58,1.66,1.68,2.09
92600,앤씨앤,전기·전자,3.09,1.6,0.91,0.67,0.69,0.78,0.7,0.68,0.79,1.07,0.8,0.75,0.59,,,,,,,,,,,,,
92730,네오팜,화학,0.88,0.73,0.61,0.56,0.58,0.58,0.69,0.68,0.74,0.67,0.6,1.21,1.12,5.46,5.39,4.45,4.11,4.3,4.82,5.78,5.72,6.19,4.65,4.17,8.34,7.73
92780,DYP,운송장비·부품,0.86,0.73,0.59,0.55,0.59,0.52,0.61,0.57,0.51,0.52,0.62,0.52,0.47,,10.53,8.52,7.92,8.57,24.26,28.31,26.49,23.58,8.5,10.28,8.63,7.78
92790,넥스틸,금속,,,,,,,0.04,0.03,0.03,0.49,0.51,0.53,0.65,,,,,,,1.13,0.96,0.81,1.53,1.59,1.66,2.04
92870,엑시콘,기계·장비,1.46,0.93,0.73,0.69,0.73,0.75,1.0,0.91,1.44,1.56,1.16,0.81,0.95,10.61,3.53,2.78,2.63,2.77,6.92,9.23,8.44,13.32,46.66,34.79,24.05,28.31
93050,LF,섬유·의류,0.41,0.39,0.35,0.33,0.37,0.33,0.28,0.26,0.26,0.28,0.27,0.28,0.3,28.32,4.4,3.96,3.77,4.12,3.19,2.72,2.56,2.53,5.19,4.92,5.25,5.48
93190,빅솔론,전기·전자,0.85,0.63,0.67,0.71,0.68,0.58,0.52,0.52,0.5,0.46,0.42,0.39,0.43,19.24,4.19,4.44,4.72,4.49,9.45,8.58,8.42,8.12,7.48,6.88,6.36,7.03
93230,이아이디,유통,13.27,0.66,0.51,0.38,0.37,1.14,0.88,0.88,0.88,1.68,1.68,1.68,1.68,,29.29,22.59,16.95,16.62,,,,,,,,
93240,형지엘리트,섬유·의류,1.32,0.98,0.83,0.68,0.62,0.63,0.65,0.61,0.59,0.53,0.53,0.63,0.91,,,,5.68,5.22,5.29,5.44,21.13,20.46,18.46,18.67,7.42,10.75
93320,케이아이엔엑스,IT 서비스,2.49,2.05,2.02,2.06,2.45,1.99,2.26,2.91,3.36,2.48,2.09,2.07,2.19,17.67,16.14,15.9,16.21,19.26,11.45,12.98,16.73,19.3,16.83,14.19,14.02,14.84
93370,후성,화학,8.58,7.59,5.9,4.56,4.64,3.5,3.04,2.79,2.38,2.34,2.05,1.74,1.52,310.05,83.34,64.75,50.09,50.92,12.99,11.29,10.33,8.83,,,,
93380,풍강,금속,0.7,0.64,0.6,0.55,0.57,0.58,0.56,0.51,0.52,0.48,0.45,0.35,0.33,269.24,9.46,8.9,8.13,8.46,9.47,9.14,8.37,8.45,6.25,5.97,4.55,4.36
93520,매커스,유통,2.47,1.52,1.19,1.15,1.46,1.48,1.44,1.2,1.8,1.22,0.96,0.86,0.96,13.31,4.83,3.79,3.68,4.66,6.65,6.48,5.38,8.09,6.44,5.07,4.56,5.07
93640,케이알엠,전기·전자,2.12,1.54,1.61,1.72,3.38,3.72,3.58,3.87,3.53,2.32,1.68,1.28,1.16,,20.31,21.27,22.74,44.55,,,,,,,,
93920,서원인텍,전기·전자,0.68,0.64,0.6,0.61,0.63,0.61,0.56,0.55,0.54,0.52,0.51,0.52,0.48,6.97,7.02,6.51,6.63,6.85,5.21,4.77,4.69,4.67,7.36,7.28,7.37,6.87
94170,동운아나텍,전기·전자,4.1,4.63,6.59,7.27,6.6,7.09,21.66,14.5,15.83,5.62,5.45,5.98,6.98,139.77,,,,,,,,,12.4,12.04,13.2,15.42
94280,효성ITX,일반서비스,4.44,1.93,1.69,1.58,1.61,2.34,2.25,2.23,2.24,2.2,2.22,2.11,2.02,16.53,13.82,12.15,11.33,11.57,10.3,9.9,9.81,9.86,10.58,10.68,10.16,9.71
94360,칩스앤미디어,전기·전자,3.22,2.48,2.12,2.04,2.34,3.1,4.54,11.42,14.36,6.71,5.09,4.11,5.4,54.43,15.02,12.82,12.34,14.2,12.29,18.01,45.3,56.94,,,,
94480,갤럭시아머니트리,IT 서비스,4.36,2.93,2.4,1.8,2.29,2.09,1.8,2.56,3.1,2.36,2.64,2.88,2.68,99.19,,,,,44.42,38.34,54.41,65.99,,,,
94820,일진파워,건설,2.83,2.83,2.32,1.79,1.68,1.76,1.53,1.32,1.44,1.46,1.2,1.07,1.05,26.06,20.63,16.95,13.06,12.26,14.09,12.27,10.57,11.48,19.94,16.38,14.62,14.28
94840,슈프리마에이치큐,전기·전자,0.52,0.42,0.35,0.32,0.33,0.39,0.38,0.35,0.42,0.31,0.28,0.27,0.29,10.62,6.35,5.36,4.93,5.03,5.47,5.3,4.91,5.81,1.75,1.6,1.53,1.62
94850,참좋은여행,일반서비스,2.12,1.9,1.5,1.44,1.57,1.67,1.54,1.25,1.27,1.11,0.88,0.83,0.89,,,,,,,,,,12.91,10.21,9.65,10.41
94860,네오리진,IT 서비스,33.92,10.84,8.15,7.41,6.53,7.0,5.49,4.59,1.13,1.03,0.93,0.78,0.61,,,,,,,,,,,,,
94940,푸른기술,전기·전자,2.61,2.3,1.96,1.65,2.04,2.19,1.95,2.04,2.12,1.62,1.42,1.34,1.49,72.46,46.73,39.82,33.44,41.49,378.3,336.44,352.28,366.14,23.8,20.82,19.69,21.95
94970,제이엠티,전기·전자,1.17,0.87,0.78,0.72,0.75,0.61,0.54,0.65,0.87,0.81,0.61,0.42,0.36,12.73,4.32,3.85,3.59,3.71,2.15,1.9,2.27,3.07,4.4,3.32,2.29,1.98
95190,이엠코리아,금속,1.73,1.64,1.57,1.42,1.45,1.49,1.41,1.21,1.28,1.61,1.28,1.14,1.23,,,,,,,,,,,,,
95270,웨이브일렉트로,의료·정밀기기,8.2,0.97,1.0,0.83,0.94,1.29,1.31,1.13,1.05,1.19,1.23,0.91,0.9,,1.25,1.29,1.07,1.21,,,,,112.49,116.23,86.0,85.09
95340,ISC,유통,2.55,2.51,2.45,2.33,2.52,2.78,5.37,5.13,5.08,3.42,2.36,2.51,2.94,68.51,16.06,15.65,14.91,16.13,17.71,34.21,32.65,32.32,105.59,72.9,77.5,90.76
95500,미래나노텍,화학,1.06,0.89,1.16,2.15,2.47,3.07,2.64,2.01,2.12,1.82,1.38,1.06,0.95,7.03,7.91,10.35,19.18,22.07,,,,,,,,
95570,AJ네트웍스,일반서비스,0.89,0.83,0.92,0.77,0.69,0.57,0.53,0.53,0.6,0.51,0.48,0.51,0.43,,3.91,4.34,3.63,3.27,22.82,21.21,21.11,23.97,13.01,12.27,12.84,10.86
95610,테스,기계·장비,2.19,1.6,1.22,1.06,1.16,1.24,1.21,1.17,1.13,1.43,1.16,0.92,1.21,16.62,6.48,4.92,4.3,4.67,8.39,8.17,7.94,7.64,273.73,222.06,176.05,232.41
95660,네오위즈,IT 서비스,1.56,1.06,1.45,1.71,1.94,2.04,1.66,1.24,1.11,0.88,0.86,0.84,0.84,9.77,8.61,11.78,13.87,15.77,71.08,57.76,43.09,38.84,8.9,8.63,8.5,8.46
95700,제넥신,일반서비스,1.63,1.29,1.06,0.83,0.95,1.5,1.22,1.13,1.11,1.0,0.95,0.91,0.64,30.75,,,,,,,,,,,,
95720,웅진씽크빅,일반서비스,0.94,0.9,0.76,0.76,0.86,0.96,0.77,0.81,0.79,0.79,0.68,0.61,0.57,377.32,7.56,6.46,6.39,7.29,112.2,90.18,94.02,91.43,,,,
95910,에스에너지,전기·전자,0.64,0.87,1.03,0.77,0.64,0.82,0.62,0.54,0.54,0.62,0.54,0.43,0.43,,,,,,,,,,,,,
96040,이트론,유통,2.37,2.02,1.41,1.22,1.22,2.49,2.4,2.4,2.4,2.63,2.63,2.63,2.63,,,,,,,,,,,,,
96240,크레버스,일반서비스,3.04,2.65,2.16,1.82,1.65,3.42,3.12,3.11,3.13,3.46,3.06,2.94,2.82,34.0,13.73,11.2,9.45,8.55,30.73,28.03,27.92,28.1,10.11,8.93,8.58,8.23
96350,대창솔루션,금속,1.79,2.32,1.88,1.5,1.45,2.62,3.84,2.82,2.77,2.39,2.04,1.83,1.8,,,,,,,,,,30.15,25.73,23.09,22.68
96530,씨젠,제약,4.4,1.98,1.71,1.41,1.25,1.04,0.94,0.94,1.07,0.97,1.09,1.04,1.09,5.6,4.0,3.46,2.84,2.54,6.7,6.06,6.02,6.88,1546.31,1734.27,1665.22,1743.78
96610,알에프세미,전기·전자,1.49,1.17,1.07,0.75,1.06,7.3,4.78,2.13,1.12,3.53,3.53,3.53,3.53,,,,,,,,,,,,,
96630,에스코넥,전기·전자,2.24,2.08,1.73,1.43,1.77,2.27,2.29,2.58,2.34,1.85,1.1,0.71,0.67,,,,,,25.63,25.82,29.06,26.38,,,,
96690,에이루트,전기·전자,2.05,2.65,2.78,2.63,2.62,2.92,2.37,2.56,2.59,0.4,0.31,0.27,0.29,,,,,,111.62,90.46,97.78,99.05,,,,
96760,JW홀딩스,기타금융,1.69,2.79,2.32,2.06,2.21,2.13,2.55,2.27,2.22,1.76,1.89,1.73,1.77,23.01,,,,,10.29,12.34,10.98,10.71,11.38,12.18,11.17,11.43
96770,SK이노베이션,화학,1.4,1.01,0.87,0.8,0.77,0.79,0.77,0.61,0.54,0.47,0.47,0.5,0.55,,57.29,49.36,45.37,43.81,9.79,9.6,7.57,6.68,38.76,38.65,40.88,44.92
96870,엘디티,전기·전자,2.76,2.26,1.85,1.91,1.86,1.59,1.43,1.27,1.27,1.31,1.14,1.05,1.14,22.96,13.65,11.14,11.5,11.2,12.5,11.28,10.03,10.03,,,,
97230,HJ중공업,건설,1.98,1.48,1.22,0.78,0.74,0.82,0.87,0.81,0.77,0.78,0.75,0.84,1.69,8.08,,,,,,,,,,,,
97520,엠씨넥스,전기·전자,3.34,2.36,1.98,1.67,1.77,1.81,1.61,1.65,1.5,1.3,1.1,1.03,1.26,21.71,17.72,14.86,12.54,13.34,24.47,21.77,22.24,20.22,15.08,12.7,11.96,14.56
97780,에코볼트,운송장비·부품,0.5,0.47,0.47,0.34,0.26,0.33,0.31,0.26,0.26,0.25,0.24,0.21,0.24,4.42,,,,,,,,,3.89,3.79,3.25,3.78
97800,윈팩,전기·전자,1.08,1.02,0.86,0.79,0.93,1.02,1.05,0.91,0.93,1.99,2.74,1.65,1.15,10.74,,,,,,,,,,,,
97870,효성오앤비,화학,1.21,1.48,1.16,0.94,0.98,0.99,0.91,0.82,0.87,0.83,0.77,0.67,0.71,33.67,41.15,32.14,17.73,18.53,18.73,17.23,47.18,49.7,47.5,43.94,11.54,12.26
97950,CJ제일제당,음식료·담배,1.14,1.02,1.05,1.04,0.87,0.74,0.69,0.72,0.7,0.78,0.78,0.61,0.56,8.6,10.21,10.5,10.37,8.68,8.38,7.88,8.17,7.95,14.48,14.42,11.25,10.32
98120,마이크로컨텍솔,전기·전자,2.86,1.95,1.25,1.1,1.21,1.24,1.44,1.86,1.93,1.42,1.03,0.78,1.15,87.61,10.81,6.91,6.12,6.72,8.6,10.03,12.94,13.4,10.58,7.67,5.79,8.57
98460,고영,기계·장비,5.48,4.04,3.32,3.2,3.87,3.1,2.97,2.85,4.06,3.27,2.41,1.97,3.29,144.48,28.6,23.49,22.67,27.36,24.15,23.14,22.19,31.66,46.35,34.2,27.9,46.63
98660,에스티오,섬유·의류,1.04,1.21,1.06,1.21,1.05,1.09,1.04,1.0,0.86,0.83,0.98,1.17,1.07,,104.1,91.85,104.49,90.95,20.41,19.46,18.68,15.99,12.5,14.78,17.54,16.03
99190,아이센스,의료·정밀기기,0.9,0.76,0.9,0.85,1.7,1.75,2.86,2.29,2.28,1.87,1.75,1.73,1.6,7.32,8.05,9.46,8.91,17.94,31.06,50.71,40.64,40.39,143.49,134.0,132.52,122.86
99220,SDN,유통,1.03,1.28,1.46,1.1,1.07,1.09,0.84,0.64,0.64,0.98,0.86,0.69,0.66,11.0,,,,,146.84,113.12,86.56,85.71,,,,
99320,쎄트렉아이,운송장비·부품,4.29,3.4,2.47,2.04,2.79,2.72,2.23,2.14,2.58,2.47,2.09,2.09,2.49,26.07,,,,,,,,,10.28,8.68,8.68,10.34
99390,브레인즈컴퍼니,IT 서비스,1.88,2.35,1.69,1.48,2.0,1.72,1.52,1.31,1.44,1.21,1.1,0.98,0.91,11.54,17.83,12.77,11.24,15.12,14.81,13.09,11.33,12.45,11.49,10.52,9.37,8.7
99410,동방선기,운송장비·부품,1.85,1.86,1.53,1.28,1.25,1.31,1.22,1.02,1.01,1.05,1.03,1.14,1.26,,50.6,41.48,34.74,33.95,30.91,28.84,24.09,23.89,7.66,7.52,8.37,9.23
99430,바이오플러스,제약,2.73,1.2,1.38,4.98,5.28,3.57,4.08,3.54,3.74,2.68,2.75,2.72,3.25,16.02,8.21,9.39,34.01,36.03,18.33,20.94,18.17,19.17,12.82,13.17,13.04,15.59
99440,스맥,기계·장비,0.67,0.93,0.96,0.72,0.87,0.83,1.13,1.4,1.4,1.1,0.95,0.95,1.04,,,,,,6.25,8.47,10.53,10.49,6.64,5.72,5.73,6.26
99520,DGI,전기·전자,1.62,4.13,4.13,2.06,2.06,3.15,3.15,3.15,3.15,2.27,2.27,2.27,2.27,,,,,,27.91,27.91,27.91,27.91,,,,
99750,이지케어텍,IT 서비스,7.42,7.01,4.64,3.79,5.3,4.8,4.16,3.55,3.63,3.25,3.07,3.27,3.47,,,,,,,,,,,88.15,93.97,99.84
100030,인지소프트,IT 서비스,1.82,1.25,1.28,1.12,1.4,1.2,1.02,0.91,1.05,1.03,0.97,0.9,0.84,10.83,6.0,6.15,5.38,6.74,15.92,13.52,12.05,14.01,10.2,9.68,8.91,8.31
100090,SK오션플랜트,금속,3.81,5.36,6.23,5.63,5.21,2.03,2.18,1.72,1.58,1.19,1.18,1.11,1.19,67.75,,,,,37.85,40.69,32.09,29.55,13.39,13.33,12.52,13.42
100120,뷰웍스,의료·정밀기기,2.4,1.91,1.89,1.57,1.52,1.47,1.41,1.24,1.23,1.21,1.13,0.97,0.93,17.03,10.95,10.8,9.02,8.73,11.63,11.14,9.75,9.69,17.65,16.57,14.23,13.69
100130,동국S&C,금속,1.28,1.17,1.32,1.08,0.98,0.97,0.74,0.64,0.67,0.73,0.69,0.59,0.56,92.66,18.9,21.23,17.41,15.81,,,,,,,,
100220,비상교육,오락·문화,0.49,0.45,0.39,0.37,0.37,0.35,0.29,0.3,0.35,0.33,0.32,0.36,0.32,,14.83,12.74,12.06,12.27,,,,,,,,
100250,진양홀딩스,화학,0.65,0.63,0.58,0.53,0.53,0.52,0.53,0.52,0.51,0.49,0.47,0.47,0.46,8.01,20.57,18.96,17.34,17.04,7.19,7.34,7.21,7.1,4.85,4.71,4.7,4.52
100590,머큐리,전기·전자,1.43,1.28,1.14,1.01,1.04,0.99,1.0,0.97,0.9,0.76,0.59,0.59,0.62,13.92,19.62,17.38,15.5,15.84,163.52,166.38,160.56,149.27,22.09,17.19,17.09,17.86
100660,서암기계공업,기계·장비,1.08,1.42,1.37,1.28,1.21,1.13,1.03,0.91,0.93,0.88,0.83,0.73,0.72,128.28,69.53,67.01,62.62,59.17,33.19,30.32,26.68,27.39,29.98,28.32,24.72,24.49
100700,세운메디칼,제약,1.67,1.41,1.24,1.08,1.12,0.99,0.94,0.95,0.99,0.92,0.88,0.84,0.79,15.98,13.1,11.48,10.05,10.39,11.72,11.13,11.27,11.69,8.29,8.0,7.6,7.15
100790,미래에셋벤처투자,금융,2.43,1.52,1.13,0.86,1.06,0.86,0.81,0.78,1.01,0.88,0.82,0.77,0.74,13.74,4.69,3.48,2.66,3.27,4.58,4.28,4.16,5.35,12.29,11.39,10.75,10.24
100840,SNT에너지,기계·장비,0.21,0.18,0.18,0.2,0.19,0.2,0.21,0.2,0.21,0.73,0.83,1.05,1.9,4.71,3.42,3.42,3.73,3.63,3.46,3.5,3.42,3.58,8.85,10.11,12.75,23.08
101000,KS인더스트리,기계·장비,2.41,2.51,2.1,1.66,1.27,2.73,3.22,3.46,4.11,2.98,2.96,2.64,2.66,45.83,,,,,,,,,12.47,12.37,11.05,11.14
101140,인바이오젠,유통,46.28,22.06,18.97,8.63,6.85,16.57,16.57,0.83,0.83,0.79,0.79,0.79,0.47,,32.8,28.2,12.84,10.19,,,,,5.28,5.28,5.28,3.17
101160,월덱스,전기·전자,3.91,2.76,2.18,2.23,2.42,2.18,2.34,2.23,2.16,1.63,1.53,1.22,1.23,19.54,11.85,9.37,9.57,10.37,9.77,10.51,10.02,9.69,7.25,6.8,5.44,5.45
101170,우림피티에스,기계·장비,0.82,1.07,1.34,1.12,1.15,1.12,1.02,0.89,0.99,0.93,0.92,0.76,0.81,,25.01,31.32,26.05,26.8,18.89,17.29,15.03,16.68,16.59,16.37,13.45,14.49
101240,씨큐브,화학,1.2,1.04,1.0,1.0,0.95,0.96,0.79,0.66,0.68,0.66,0.7,0.6,0.55,16.58,17.58,16.99,17.02,16.17,11.57,9.56,7.95,8.24,13.77,14.54,12.49,11.5
101330,모베이스,전기·전자,0.36,0.29,0.25,0.25,0.29,0.31,0.27,0.25,0.27,0.26,0.25,0.22,0.21,,13.86,12.2,12.11,13.84,4.92,4.36,3.95,4.34,5.17,5.08,4.37,4.3
101360,에코앤드림,화학,3.33,3.0,3.06,3.16,3.51,4.11,3.62,2.35,4.98,4.34,4.98,4.5,3.79,48.22,21.4,21.79,22.55,25.02,4486.15,3948.93,2558.94,5431.82,,,,
101390,아이엠,전기·전자,1.3,1.06,0.86,0.9,1.13,2.1,1.34,1.36,1.26,3.04,1.77,1.14,0.58,,,,,,,,,,,,,
101400,엔시트론,전기·전자,2.33,1.52,1.23,1.08,1.17,1.14,1.06,1.03,1.0,0.85,0.75,0.66,0.64,,,,,,,,,,28.08,24.83,21.93,21.26
101490,에스앤에스텍,전기·전자,3.99,3.07,2.5,3.14,3.74,5.55,5.53,4.97,4.76,3.97,2.8,2.26,2.94,54.99,46.6,37.91,47.67,56.73,60.55,60.31,54.18,51.97,33.79,23.81,19.22,24.97
101530,해태제과식품,음식료·담배,0.86,0.83,0.71,0.64,0.67,0.63,0.59,0.55,0.57,0.61,0.63,0.58,0.6,7.55,,,,,,,,,7.59,7.76,7.22,7.48
101670,하이드로리튬,금속,1.07,1.32,3.14,13.34,16.05,14.09,8.76,4.34,2.38,3.11,2.0,1.29,1.06,,,,,,,,,,,,,
101680,한국정밀기계,기계·장비,0.28,0.25,0.25,0.25,0.28,0.76,0.58,0.42,0.5,0.5,0.51,0.53,0.6,,,,,,72.92,55.57,40.59,47.6,,,,
